point_id,mileage,zone,session,date,increment_mm,rate,cumulative_mm,replicate,cum_recon,single_lag_1,cum_lag_1,single_lag_2,cum_lag_2,single_lag_3,cum_lag_3,single_lag_4,cum_lag_4,single_lag_5,cum_lag_5,roll_mean_3,roll_std_3,diff_1,days_next,days_prev,timestep,has_goaf,seam_thickness_m,mining_depth_m,depth_thickness_ratio,dip_angle_deg,recovery_rate,years_since_abandonment,room_width_m,pillar_width_m,grouting,mining_method,overburden_lithology,coal_mine,stability_class,geo_note
C38,K22+890,K22,8,2022-07-16,-0.5,-0.02,-7.8,1,-7.8,-1.3,-7.3,0.1,-6.0,-2.0,-6.1,-1.2,-4.1,-3.9,-2.9,-1.0666666666666667,1.0692676621563628,-1.4000000000000001,22.0,24.0,8,1.0,1.24,215.0,162.5,11.0,0.75,6.9,0.0,0.0,0.0,shortwall,medium_hard,Mihe,basic_stable,
C39,K23+000,K23,6,2022-05-31,-3.4,-0.1,0.9,1,0.7999999999999998,0.8,4.2,1.5,3.4,-0.7,1.9,1.7,2.6,0.9,0.9,0.5333333333333333,1.1239810200058244,-0.7,34.0,21.0,6,1.0,1.24,215.0,162.5,11.0,0.75,6.9,0.0,0.0,0.0,shortwall,medium_hard,Mihe,basic_stable,
C39,K23+000,K23,7,2022-06-24,-2.1,-0.09,-1.3,1,-1.3000000000000003,-3.4,0.7999999999999998,0.8,4.2,1.5,3.4,-0.7,1.9,1.7,2.6,-0.3666666666666667,2.6501572280401278,-4.2,24.0,34.0,7,1.0,1.24,215.0,162.5,11.0,0.75,6.9,0.0,0.0,0.0,shortwall,medium_hard,Mihe,basic_stable,
C39,K23+000,K23,8,2022-07-16,0.2,0.01,-1.1,1,-1.1000000000000003,-2.1,-1.3000000000000003,-3.4,0.7999999999999998,0.8,4.2,1.5,3.4,-0.7,1.9,-1.5666666666666664,2.1501937897160186,1.2999999999999998,22.0,24.0,8,1.0,1.24,215.0,162.5,11.0,0.75,6.9,0.0,0.0,0.0,shortwall,medium_hard,Mihe,basic_stable,
C4,K21+400,K21,6,2022-05-31,-1.0,-0.03,-4.5,1,-4.5,-1.7,-3.5,-1.3,-1.7999999999999998,-1.2,-0.4999999999999998,2.1,0.7000000000000002,-1.4,-1.4,-1.4000000000000001,0.2645751311064588,-0.3999999999999999,34.0,21.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,Wanghe,none,outside goaf segments; no goaf beneath the route
C4,K21+400,K21,7,2022-06-24,-1.7,-0.07,-6.1,1,-6.199999999999999,-1.0,-4.5,-1.7,-3.5,-1.3,-1.7999999999999998,-1.2,-0.4999999999999998,2.1,0.7000000000000002,-1.3333333333333333,0.3511884584284245,0.7,24.0,34.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,Wanghe,none,outside goaf segments; no goaf beneath the route
C4,K21+400,K21,8,2022-07-16,-1.8,-0.08,-8.0,1,-8.0,-1.7,-6.199999999999999,-1.0,-4.5,-1.7,-3.5,-1.3,-1.7999999999999998,-1.2,-0.4999999999999998,-1.4666666666666668,0.40414518843273783,-0.7,22.0,24.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,Wanghe,none,outside goaf segments; no goaf beneath the route
C40,K23+050,K23,6,2022-05-31,0.8,0.02,2.9,1,3.0,0.8,2.2,2.6,1.4000000000000001,-1.9,-1.2,-0.3,0.7,1.0,1.0,0.5000000000000001,2.264950330581225,-1.8,34.0,21.0,6,1.0,1.24,125.0,94.5,11.0,0.6,11.9,6.5,12.5,0.0,room_and_pillar,medium_hard,Mihe,stable,
C40,K23+050,K23,7,2022-06-24,-0.8,-0.03,2.1,1,2.2,0.8,3.0,0.8,2.2,2.6,1.4000000000000001,-1.9,-1.2,-0.3,0.7,1.4000000000000001,1.0392304845413265,0.0,24.0,34.0,7,1.0,1.24,125.0,94.5,11.0,0.6,11.9,6.5,12.5,0.0,room_and_pillar,medium_hard,Mihe,stable,
C40,K23+050,K23,8,2022-07-16,-0.1,0.0,2.0,1,2.1,-0.8,2.2,0.8,3.0,0.8,2.2,2.6,1.4000000000000001,-1.9,-1.2,0.2666666666666666,0.9237604307034011,-1.6,22.0,24.0,8,1.0,1.24,125.0,94.5,11.0,0.6,11.9,6.5,12.5,0.0,room_and_pillar,medium_hard,Mihe,stable,
C41,K23+080,K23,6,2022-05-31,-1.9,-0.06,-0.7,1,-0.6999999999999997,1.1,1.2000000000000002,2.0,0.10000000000000009,-1.9,-1.9,-0.7,0.0,0.7,0.7,0.4000000000000001,2.0420577856662137,-0.8999999999999999,34.0,21.0,6,1.0,1.24,125.0,94.5,11.0,0.6,11.9,6.5,12.5,0.0,room_and_pillar,medium_hard,Mihe,stable,
C41,K23+080,K23,7,2022-06-24,-0.7,-0.03,-1.4,1,-1.3999999999999997,-1.9,-0.6999999999999997,1.1,1.2000000000000002,2.0,0.10000000000000009,-1.9,-1.9,-0.7,0.0,0.4000000000000001,2.0420577856662137,-3.0,24.0,34.0,7,1.0,1.24,125.0,94.5,11.0,0.6,11.9,6.5,12.5,0.0,room_and_pillar,medium_hard,Mihe,stable,
C41,K23+080,K23,8,2022-07-16,-1.8,-0.08,-3.1,1,-3.1999999999999997,-0.7,-1.3999999999999997,-1.9,-0.6999999999999997,1.1,1.2000000000000002,2.0,0.10000000000000009,-1.9,-1.9,-0.49999999999999994,1.5099668870541498,1.2,22.0,24.0,8,1.0,1.24,125.0,94.5,11.0,0.6,11.9,6.5,12.5,0.0,room_and_pillar,medium_hard,Mihe,stable,
C42,K23+120,K23,6,2022-05-31,-2.1,-0.06,-5.5,1,-5.500000000000001,1.1,-3.4000000000000004,1.3,-4.500000000000001,-2.2,-5.800000000000001,-4.4,-3.6000000000000005,0.8,0.8,0.06666666666666665,1.965536398374076,-0.19999999999999996,34.0,21.0,6,1.0,1.24,125.0,94.5,11.0,0.6,11.9,6.5,12.5,0.0,room_and_pillar,medium_hard,Mihe,stable,
C42,K23+120,K23,7,2022-06-24,0.8,0.03,-4.7,1,-4.700000000000001,-2.1,-5.500000000000001,1.1,-3.4000000000000004,1.3,-4.500000000000001,-2.2,-5.800000000000001,-4.4,-3.6000000000000005,0.10000000000000009,1.9078784028338915,-3.2,24.0,34.0,7,1.0,1.24,125.0,94.5,11.0,0.6,11.9,6.5,12.5,0.0,room_and_pillar,medium_hard,Mihe,stable,
C42,K23+120,K23,8,2022-07-16,-1.2,-0.05,-5.9,1,-5.9,0.8,-4.700000000000001,-2.1,-5.500000000000001,1.1,-3.4000000000000004,1.3,-4.500000000000001,-2.2,-5.800000000000001,-0.06666666666666658,1.7672954855748753,2.9000000000000004,22.0,24.0,8,1.0,1.24,125.0,94.5,11.0,0.6,11.9,6.5,12.5,0.0,room_and_pillar,medium_hard,Mihe,stable,
C43,K23+190,K23,6,2022-05-31,3.5,0.1,2.5,1,2.4000000000000004,0.8,-1.0999999999999999,2.5,-1.9,-2.0,-4.4,-3.9,-2.4,1.5,1.5,0.43333333333333335,2.272296928953902,-1.7,34.0,21.0,6,1.0,1.24,125.0,94.5,11.0,0.6,11.9,6.5,12.5,0.0,room_and_pillar,medium_hard,Mihe,stable,
C43,K23+190,K23,7,2022-06-24,-1.2,-0.05,1.3,1,1.2000000000000004,3.5,2.4000000000000004,0.8,-1.0999999999999999,2.5,-1.9,-2.0,-4.4,-3.9,-2.4,2.2666666666666666,1.3650396819628856,2.7,24.0,34.0,7,1.0,1.24,125.0,94.5,11.0,0.6,11.9,6.5,12.5,0.0,room_and_pillar,medium_hard,Mihe,stable,
C43,K23+190,K23,8,2022-07-16,1.4,0.07,2.7,1,2.6000000000000005,-1.2,1.2000000000000004,3.5,2.4000000000000004,0.8,-1.0999999999999999,2.5,-1.9,-2.0,-4.4,1.0333333333333332,2.3586719427112657,-4.7,22.0,24.0,8,1.0,1.24,125.0,94.5,11.0,0.6,11.9,6.5,12.5,0.0,room_and_pillar,medium_hard,Mihe,stable,
C44,K23+260,K23,6,2022-05-31,0.4,0.01,1.9,1,1.9,1.0,1.5,0.8,0.5,-1.6,-0.30000000000000004,0.5,1.3,0.8,0.8,0.06666666666666665,1.446835627614047,0.19999999999999996,34.0,21.0,6,1.0,1.24,125.0,94.5,11.0,0.6,11.9,6.5,12.5,0.0,room_and_pillar,medium_hard,Mihe,stable,
C44,K23+260,K23,7,2022-06-24,-0.4,-0.02,1.5,1,1.5,0.4,1.9,1.0,1.5,0.8,0.5,-1.6,-0.30000000000000004,0.5,1.3,0.7333333333333334,0.3055050463303897,-0.6,24.0,34.0,7,1.0,1.24,125.0,94.5,11.0,0.6,11.9,6.5,12.5,0.0,room_and_pillar,medium_hard,Mihe,stable,
C44,K23+260,K23,8,2022-07-16,1.2,0.05,2.7,1,2.7,-0.4,1.5,0.4,1.9,1.0,1.5,0.8,0.5,-1.6,-0.30000000000000004,0.3333333333333333,0.7023769168568494,-0.8,22.0,24.0,8,1.0,1.24,125.0,94.5,11.0,0.6,11.9,6.5,12.5,0.0,room_and_pillar,medium_hard,Mihe,stable,
C45,K23+320,K23,6,2022-05-31,3.2,0.09,3.0,1,3.0,1.1,-0.19999999999999996,-0.1,-1.3,-1.7,-1.2,0.1,0.5,0.4,0.4,-0.2333333333333333,1.4047538337136984,1.2000000000000002,34.0,21.0,6,1.0,1.24,125.0,94.5,11.0,0.6,11.9,6.5,12.5,0.0,room_and_pillar,medium_hard,Mihe,stable,
C45,K23+320,K23,7,2022-06-24,-1.6,-0.07,1.4,1,1.4,3.2,3.0,1.1,-0.19999999999999996,-0.1,-1.3,-1.7,-1.2,0.1,0.5,1.4000000000000001,1.6703293088490065,2.1,24.0,34.0,7,1.0,1.24,125.0,94.5,11.0,0.6,11.9,6.5,12.5,0.0,room_and_pillar,medium_hard,Mihe,stable,
C45,K23+320,K23,8,2022-07-16,-0.7,-0.03,0.7,1,0.7,-1.6,1.4,3.2,3.0,1.1,-0.19999999999999996,-0.1,-1.3,-1.7,-1.2,0.8999999999999999,2.406241883103193,-4.800000000000001,22.0,24.0,8,1.0,1.24,125.0,94.5,11.0,0.6,11.9,6.5,12.5,0.0,room_and_pillar,medium_hard,Mihe,stable,
C46,K23+400,K23,6,2022-05-31,-0.3,-0.01,-2.0,1,-1.9000000000000001,1.1,-1.6,1.0,-2.7,-2.2,-3.7,-0.3,-1.5,-1.2,-1.2,-0.03333333333333336,1.877054430040145,0.10000000000000009,34.0,21.0,6,1.0,3.49,125.0,37.0,11.0,0.5,51.9,6.5,12.5,0.0,room_and_pillar,weak,Mihe,unstable,"double-seam goaf (Yi-1 room&pillar + Er-1 room&pillar); Er-1 layer governs: weak overburden, class unstable"
C46,K23+400,K23,7,2022-06-24,0.4,0.02,-1.6,1,-1.5,-0.3,-1.9000000000000001,1.1,-1.6,1.0,-2.7,-2.2,-3.7,-0.3,-1.5,0.6,0.7810249675906653,-1.4000000000000001,24.0,34.0,7,1.0,3.49,125.0,37.0,11.0,0.5,51.9,6.5,12.5,0.0,room_and_pillar,weak,Mihe,unstable,"double-seam goaf (Yi-1 room&pillar + Er-1 room&pillar); Er-1 layer governs: weak overburden, class unstable"
C46,K23+400,K23,8,2022-07-16,-1.6,-0.07,-3.2,1,-3.1,0.4,-1.5,-0.3,-1.9000000000000001,1.1,-1.6,1.0,-2.7,-2.2,-3.7,0.4000000000000001,0.6999999999999998,0.7,22.0,24.0,8,1.0,3.49,125.0,37.0,11.0,0.5,51.9,6.5,12.5,0.0,room_and_pillar,weak,Mihe,unstable,"double-seam goaf (Yi-1 room&pillar + Er-1 room&pillar); Er-1 layer governs: weak overburden, class unstable"
C47,K23+450,K23,6,2022-05-31,-0.9,-0.03,0.4,1,0.6,1.0,1.5,0.0,0.5,-1.6,0.5,1.8,2.1,0.3,0.3,-0.20000000000000004,1.3114877048604006,1.0,34.0,21.0,6,1.0,3.49,125.0,37.0,11.0,0.5,51.9,6.5,12.5,0.0,room_and_pillar,weak,Mihe,unstable,"double-seam goaf (Yi-1 room&pillar + Er-1 room&pillar); Er-1 layer governs: weak overburden, class unstable"
C47,K23+450,K23,7,2022-06-24,1.4,0.06,1.9,1,2.0,-0.9,0.6,1.0,1.5,0.0,0.5,-1.6,0.5,1.8,2.1,0.033333333333333326,0.9504384952922174,-1.9,24.0,34.0,7,1.0,3.49,125.0,37.0,11.0,0.5,51.9,6.5,12.5,0.0,room_and_pillar,weak,Mihe,unstable,"double-seam goaf (Yi-1 room&pillar + Er-1 room&pillar); Er-1 layer governs: weak overburden, class unstable"
C47,K23+450,K23,8,2022-07-16,-0.1,-0.01,1.7,1,1.9,1.4,2.0,-0.9,0.6,1.0,1.5,0.0,0.5,-1.6,0.5,0.5,1.2288205727444512,2.3,22.0,24.0,8,1.0,3.49,125.0,37.0,11.0,0.5,51.9,6.5,12.5,0.0,room_and_pillar,weak,Mihe,unstable,"double-seam goaf (Yi-1 room&pillar + Er-1 room&pillar); Er-1 layer governs: weak overburden, class unstable"
C48,K23+500,K23,6,2022-05-31,-1.2,-0.04,-2.0,1,-2.0,1.0,-0.8000000000000003,-1.1,-1.8000000000000003,-2.0,-0.7000000000000002,0.7,1.2999999999999998,0.6,0.6,-0.7000000000000001,1.5394804318340654,2.1,34.0,21.0,6,1.0,3.49,125.0,37.0,11.0,0.5,51.9,6.5,12.5,0.0,room_and_pillar,weak,Mihe,unstable,"double-seam goaf (Yi-1 room&pillar + Er-1 room&pillar); Er-1 layer governs: weak overburden, class unstable"
C48,K23+500,K23,7,2022-06-24,1.2,0.05,-0.8,1,-0.8000000000000003,-1.2,-2.0,1.0,-0.8000000000000003,-1.1,-1.8000000000000003,-2.0,-0.7000000000000002,0.7,1.2999999999999998,-0.43333333333333335,1.242309676905615,-2.2,24.0,34.0,7,1.0,3.49,125.0,37.0,11.0,0.5,51.9,6.5,12.5,0.0,room_and_pillar,weak,Mihe,unstable,"double-seam goaf (Yi-1 room&pillar + Er-1 room&pillar); Er-1 layer governs: weak overburden, class unstable"
C48,K23+500,K23,8,2022-07-16,-2.0,-0.09,-2.8,1,-2.8000000000000003,1.2,-0.8000000000000003,-1.2,-2.0,1.0,-0.8000000000000003,-1.1,-1.8000000000000003,-2.0,-0.7000000000000002,0.3333333333333333,1.3316656236958788,2.4,22.0,24.0,8,1.0,3.49,125.0,37.0,11.0,0.5,51.9,6.5,12.5,0.0,room_and_pillar,weak,Mihe,unstable,"double-seam goaf (Yi-1 room&pillar + Er-1 room&pillar); Er-1 layer governs: weak overburden, class unstable"
C49,K22+840,K22,6,2022-05-31,-3.0,-0.09,-5.3,1,-5.2,1.0,-2.2,-0.3,-3.1999999999999997,-1.5,-2.9,-0.2,-1.4,-1.2,-1.2,-0.26666666666666666,1.2503332889007366,1.3,34.0,21.0,6,1.0,1.24,215.0,162.5,11.0,0.75,6.9,0.0,0.0,0.0,shortwall,medium_hard,Mihe,basic_stable,
C49,K22+840,K22,7,2022-06-24,1.7,0.07,-3.6,1,-3.5,-3.0,-5.2,1.0,-2.2,-0.3,-3.1999999999999997,-1.5,-2.9,-0.2,-1.4,-0.7666666666666666,2.040424792373719,-4.0,24.0,34.0,7,1.0,1.24,215.0,162.5,11.0,0.75,6.9,0.0,0.0,0.0,shortwall,medium_hard,Mihe,basic_stable,
C49,K22+840,K22,8,2022-07-16,1.2,0.06,-2.3,1,-2.3000000000000003,1.7,-3.5,-3.0,-5.2,1.0,-2.2,-0.3,-3.1999999999999997,-1.5,-2.9,-0.09999999999999994,2.535744466621193,4.7,22.0,24.0,8,1.0,1.24,215.0,162.5,11.0,0.75,6.9,0.0,0.0,0.0,shortwall,medium_hard,Mihe,basic_stable,
C5,K21+470,K21,6,2022-05-31,-1.4,-0.04,-5.5,1,-5.5,-2.0,-4.1,-0.9,-2.1,-1.0,-1.2000000000000002,0.7,-0.20000000000000007,-0.9,-0.9,-1.3,0.6082762530298219,-1.1,34.0,21.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,Wanghe,none,outside goaf segments; no goaf beneath the route
C5,K21+470,K21,7,2022-06-24,-0.6,-0.02,-6.1,1,-6.1,-1.4,-5.5,-2.0,-4.1,-0.9,-2.1,-1.0,-1.2000000000000002,0.7,-0.20000000000000007,-1.4333333333333336,0.5507570547286101,0.6000000000000001,24.0,34.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,Wanghe,none,outside goaf segments; no goaf beneath the route
C5,K21+470,K21,8,2022-07-16,-1.1,-0.05,-7.2,1,-7.2,-0.6,-6.1,-1.4,-5.5,-2.0,-4.1,-0.9,-2.1,-1.0,-1.2000000000000002,-1.3333333333333333,0.7023769168568492,0.7999999999999999,22.0,24.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,Wanghe,none,outside goaf segments; no goaf beneath the route
C50,K22+800,K22,6,2022-05-31,-0.8,-0.02,-6.4,1,-6.300000000000001,-1.8,-5.5,-2.7,-3.7,-2.4,-1.0,0.0,1.4,1.4,1.4,-2.3000000000000003,0.45825756949558316,0.9000000000000001,34.0,21.0,6,1.0,1.24,215.0,162.5,11.0,0.75,6.9,0.0,0.0,0.0,shortwall,medium_hard,Mihe,basic_stable,
C50,K22+800,K22,7,2022-06-24,1.9,0.08,-4.4,1,-4.4,-0.8,-6.300000000000001,-1.8,-5.5,-2.7,-3.7,-2.4,-1.0,0.0,1.4,-1.7666666666666666,0.9504384952922167,1.0,24.0,34.0,7,1.0,1.24,215.0,162.5,11.0,0.75,6.9,0.0,0.0,0.0,shortwall,medium_hard,Mihe,basic_stable,
C50,K22+800,K22,8,2022-07-16,-1.8,-0.08,-6.2,1,-6.2,1.9,-4.4,-0.8,-6.300000000000001,-1.8,-5.5,-2.7,-3.7,-2.4,-1.0,-0.2333333333333334,1.9139836293274126,2.7,22.0,24.0,8,1.0,1.24,215.0,162.5,11.0,0.75,6.9,0.0,0.0,0.0,shortwall,medium_hard,Mihe,basic_stable,
C51,K22+790,K22,6,2022-05-31,-2.1,-0.06,-10.2,1,-10.3,-3.0,-8.2,-2.4,-5.199999999999999,-2.3,-2.8,-0.4,-0.5,-0.1,-0.1,-2.5666666666666664,0.37859388972001895,-0.6000000000000001,34.0,21.0,6,1.0,1.24,215.0,162.5,11.0,0.75,6.9,0.0,0.0,0.0,shortwall,medium_hard,Mihe,basic_stable,
C51,K22+790,K22,7,2022-06-24,1.7,0.07,-8.5,1,-8.6,-2.1,-10.3,-3.0,-8.2,-2.4,-5.199999999999999,-2.3,-2.8,-0.4,-0.5,-2.5,0.4582575694955845,0.8999999999999999,24.0,34.0,7,1.0,1.24,215.0,162.5,11.0,0.75,6.9,0.0,0.0,0.0,shortwall,medium_hard,Mihe,basic_stable,
C51,K22+790,K22,8,2022-07-16,0.6,0.03,-8.0,1,-8.0,1.7,-8.6,-2.1,-10.3,-3.0,-8.2,-2.4,-5.199999999999999,-2.3,-2.8,-1.1333333333333335,2.4946609656090213,3.8,22.0,24.0,8,1.0,1.24,215.0,162.5,11.0,0.75,6.9,0.0,0.0,0.0,shortwall,medium_hard,Mihe,basic_stable,
C52,K22+750,K22,6,2022-05-31,1.1,0.03,1.7,1,1.6000000000000003,1.1,0.5000000000000002,1.4,-0.5999999999999999,-2.3,-1.9999999999999998,0.3,0.3,0.0,0.0,0.06666666666666672,2.0550750189064466,-0.2999999999999998,34.0,21.0,6,1.0,1.24,215.0,162.5,11.0,0.75,6.9,0.0,0.0,0.0,shortwall,medium_hard,Mihe,basic_stable,dual-mileage point (ramp mileage belongs to Segment 1)
C52,K22+750,K22,7,2022-06-24,2.1,0.09,3.8,1,3.7,1.1,1.6000000000000003,1.1,0.5000000000000002,1.4,-0.5999999999999999,-2.3,-1.9999999999999998,0.3,0.3,1.2,0.1732050807568876,0.0,24.0,34.0,7,1.0,1.24,215.0,162.5,11.0,0.75,6.9,0.0,0.0,0.0,shortwall,medium_hard,Mihe,basic_stable,dual-mileage point (ramp mileage belongs to Segment 1)
C52,K22+750,K22,8,2022-07-16,-1.3,-0.06,2.5,1,2.4000000000000004,2.1,3.7,1.1,1.6000000000000003,1.1,0.5000000000000002,1.4,-0.5999999999999999,-2.3,-1.9999999999999998,1.4333333333333336,0.5773502691896258,1.0,22.0,24.0,8,1.0,1.24,215.0,162.5,11.0,0.75,6.9,0.0,0.0,0.0,shortwall,medium_hard,Mihe,basic_stable,dual-mileage point (ramp mileage belongs to Segment 1)
C53,K22+750,K22,6,2022-05-31,-3.2,-0.09,-10.3,1,-10.3,-1.1,-7.1,-1.7,-6.0,-3.4,-4.3,-0.1,-0.9,-0.8,-0.8,-2.0666666666666664,1.1930353445448854,0.5999999999999999,34.0,21.0,6,1.0,1.24,215.0,162.5,11.0,0.75,6.9,0.0,0.0,0.0,shortwall,medium_hard,Mihe,basic_stable,
C53,K22+750,K22,7,2022-06-24,-1.5,-0.06,-11.8,1,-11.8,-3.2,-10.3,-1.1,-7.1,-1.7,-6.0,-3.4,-4.3,-0.1,-0.9,-2.0,1.0816653826391969,-2.1,24.0,34.0,7,1.0,1.24,215.0,162.5,11.0,0.75,6.9,0.0,0.0,0.0,shortwall,medium_hard,Mihe,basic_stable,
C53,K22+750,K22,8,2022-07-16,-0.4,-0.02,-12.2,1,-12.2,-1.5,-11.8,-3.2,-10.3,-1.1,-7.1,-1.7,-6.0,-3.4,-4.3,-1.9333333333333333,1.1150485789118487,1.7000000000000002,22.0,24.0,8,1.0,1.24,215.0,162.5,11.0,0.75,6.9,0.0,0.0,0.0,shortwall,medium_hard,Mihe,basic_stable,
C54,K22+590,K22,6,2022-05-31,-2.5,-0.07,-2.0,1,-2.0000000000000004,-1.1,0.49999999999999956,1.9,1.5999999999999996,-1.6,-0.30000000000000027,2.8,1.2999999999999998,-1.5,-1.5,-0.2666666666666668,1.8929694486000912,-3.0,34.0,21.0,6,1.0,1.24,215.0,162.5,11.0,0.75,6.9,0.0,0.0,0.0,shortwall,medium_hard,Mihe,basic_stable,
C54,K22+590,K22,7,2022-06-24,-2.2,-0.09,-4.2,1,-4.200000000000001,-2.5,-2.0000000000000004,-1.1,0.49999999999999956,1.9,1.5999999999999996,-1.6,-0.30000000000000027,2.8,1.2999999999999998,-0.5666666666666668,2.2479620400116485,-1.4,24.0,34.0,7,1.0,1.24,215.0,162.5,11.0,0.75,6.9,0.0,0.0,0.0,shortwall,medium_hard,Mihe,basic_stable,
C54,K22+590,K22,8,2022-07-16,1.4,0.06,-2.8,1,-2.8000000000000007,-2.2,-4.200000000000001,-2.5,-2.0000000000000004,-1.1,0.49999999999999956,1.9,1.5999999999999996,-1.6,-0.30000000000000027,-1.9333333333333336,0.7371114795831989,0.2999999999999998,22.0,24.0,8,1.0,1.24,215.0,162.5,11.0,0.75,6.9,0.0,0.0,0.0,shortwall,medium_hard,Mihe,basic_stable,
C55,JPK20+650,JPK,6,2022-05-31,-2.0,-0.06,2.2,1,2.1000000000000005,1.0,4.1000000000000005,2.2,3.1000000000000005,-2.3,0.9000000000000004,2.1,3.2,1.1,1.1,0.3000000000000001,2.3302360395462083,-1.2000000000000002,34.0,21.0,6,1.0,1.24,215.0,162.5,11.0,0.75,6.9,0.0,0.0,0.0,shortwall,medium_hard,Mihe,basic_stable,
C55,JPK20+650,JPK,7,2022-06-24,-0.1,-0.01,2.1,1,2.0000000000000004,-2.0,2.1000000000000005,1.0,4.1000000000000005,2.2,3.1000000000000005,-2.3,0.9000000000000004,2.1,3.2,0.4000000000000001,2.1633307652783937,-3.0,24.0,34.0,7,1.0,1.24,215.0,162.5,11.0,0.75,6.9,0.0,0.0,0.0,shortwall,medium_hard,Mihe,basic_stable,
C55,JPK20+650,JPK,8,2022-07-16,-0.2,-0.01,1.9,1,1.8000000000000005,-0.1,2.0000000000000004,-2.0,2.1000000000000005,1.0,4.1000000000000005,2.2,3.1000000000000005,-2.3,0.9000000000000004,-0.3666666666666667,1.517673658377628,1.9,22.0,24.0,8,1.0,1.24,215.0,162.5,11.0,0.75,6.9,0.0,0.0,0.0,shortwall,medium_hard,Mihe,basic_stable,
C56,K22+520,K22,6,2022-05-31,-2.1,-0.06,-8.6,1,-8.7,-2.9,-6.6,-3.2,-3.7,-3.6,-0.5,1.9,3.0999999999999996,1.2,1.2,-3.233333333333334,0.35118845842842356,0.30000000000000027,34.0,21.0,6,1.0,1.24,215.0,162.5,11.0,0.75,6.9,0.0,0.0,0.0,shortwall,medium_hard,Mihe,basic_stable,
C56,K22+520,K22,7,2022-06-24,1.2,0.05,-7.4,1,-7.5,-2.1,-8.7,-2.9,-6.6,-3.2,-3.7,-3.6,-0.5,1.9,3.0999999999999996,-2.733333333333333,0.5686240703077321,0.7999999999999998,24.0,34.0,7,1.0,1.24,215.0,162.5,11.0,0.75,6.9,0.0,0.0,0.0,shortwall,medium_hard,Mihe,basic_stable,
C56,K22+520,K22,8,2022-07-16,0.6,0.03,-6.8,1,-6.9,1.2,-7.5,-2.1,-8.7,-2.9,-6.6,-3.2,-3.7,-3.6,-0.5,-1.2666666666666666,2.173323108360405,3.3,22.0,24.0,8,1.0,1.24,215.0,162.5,11.0,0.75,6.9,0.0,0.0,0.0,shortwall,medium_hard,Mihe,basic_stable,
C57,K22+450,K22,6,2022-05-31,-2.1,-0.06,-2.4,1,-2.4,0.9,-0.2999999999999997,-1.4,-1.1999999999999997,-1.9,0.20000000000000018,0.8,2.1,1.3,1.3,-0.7999999999999998,1.493318452306808,2.3,34.0,21.0,6,1.0,1.24,215.0,162.5,11.0,0.75,6.9,0.0,0.0,0.0,shortwall,medium_hard,Wanghe,basic_stable,
C57,K22+450,K22,7,2022-06-24,0.7,0.03,-1.7,1,-1.7,-2.1,-2.4,0.9,-0.2999999999999997,-1.4,-1.1999999999999997,-1.9,0.20000000000000018,0.8,2.1,-0.8666666666666666,1.5695009822658073,-3.0,24.0,34.0,7,1.0,1.24,215.0,162.5,11.0,0.75,6.9,0.0,0.0,0.0,shortwall,medium_hard,Wanghe,basic_stable,
C57,K22+450,K22,8,2022-07-16,-0.5,-0.02,-2.2,1,-2.2,0.7,-1.7,-2.1,-2.4,0.9,-0.2999999999999997,-1.4,-1.1999999999999997,-1.9,0.20000000000000018,-0.16666666666666674,1.6772994167212165,2.8,22.0,24.0,8,1.0,1.24,215.0,162.5,11.0,0.75,6.9,0.0,0.0,0.0,shortwall,medium_hard,Wanghe,basic_stable,
C58,K22+400,K22,6,2022-05-31,1.3,0.04,5.8,1,5.7,1.1,4.4,1.0,3.3000000000000003,-2.1,2.3000000000000003,0.2,4.4,4.2,4.2,7.401486830834377e-17,1.8193405398660252,0.10000000000000009,34.0,21.0,6,1.0,1.24,215.0,162.5,11.0,0.75,6.9,0.0,0.0,0.0,shortwall,medium_hard,Wanghe,basic_stable,
C58,K22+400,K22,7,2022-06-24,1.6,0.06,7.4,1,7.300000000000001,1.3,5.7,1.1,4.4,1.0,3.3000000000000003,-2.1,2.3000000000000003,0.2,4.4,1.1333333333333335,0.1527525231651916,0.19999999999999996,24.0,34.0,7,1.0,1.24,215.0,162.5,11.0,0.75,6.9,0.0,0.0,0.0,shortwall,medium_hard,Wanghe,basic_stable,
C58,K22+400,K22,8,2022-07-16,0.7,0.03,8.1,1,8.0,1.6,7.300000000000001,1.3,5.7,1.1,4.4,1.0,3.3000000000000003,-2.1,2.3000000000000003,1.3333333333333333,0.2516611478423566,0.30000000000000004,22.0,24.0,8,1.0,1.24,215.0,162.5,11.0,0.75,6.9,0.0,0.0,0.0,shortwall,medium_hard,Wanghe,basic_stable,
