model,score_test,score_val,eval_metric,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
CatBoostDeep_BAG_L2_FULL,-0.01915267894842554,,r2,0.13718128204345703,,4.985448837280273,0.030897140502929688,,0.2832987308502197,2,True,45
CatBoostDeep_BAG_L1_FULL,-0.02713241531658861,,r2,0.016224145889282227,,0.21227669715881348,0.016224145889282227,,0.21227669715881348,1,True,36
LightGBM_BAG_L1_FULL,-0.030395201904010793,,r2,0.013162851333618164,,0.04306149482727051,0.013162851333618164,,0.04306149482727051,1,True,31
CatBoostDeep_BAG_L2,-0.06475536342478971,-0.03495957588640897,r2,0.1457502841949463,0.32543396949768066,41.27738881111145,0.021394729614257812,0.0689077377319336,1.6972777843475342,2,True,18
CatBoostDeep_BAG_L1,-0.07115607528420553,-0.054318702995426404,r2,0.01776885986328125,0.07062530517578125,2.0905494689941406,0.01776885986328125,0.07062530517578125,2.0905494689941406,1,True,9
LightGBM_BAG_L1,-0.08614103101596537,-0.041467128758644334,r2,0.008430719375610352,0.0576472282409668,0.8197968006134033,0.008430719375610352,0.0576472282409668,0.8197968006134033,1,True,4
LightGBMLarge_BAG_L1_FULL,-0.09628250391493132,,r2,0.012015104293823242,,0.04778742790222168,0.012015104293823242,,0.04778742790222168,1,True,32
LightGBMLarge_BAG_L1,-0.10317764565879806,-0.02414440009612684,r2,0.007721662521362305,0.0607759952545166,0.8325369358062744,0.007721662521362305,0.0607759952545166,0.8325369358062744,1,True,5
ExtraTreesMSE_BAG_L1_FULL,-0.10391412492731034,,r2,0.043468475341796875,,0.3001060485839844,0.043468475341796875,,0.3001060485839844,1,True,37
RandomForestMSE_BAG_L1_FULL,-0.10787090637990526,,r2,0.058861732482910156,,0.31073617935180664,0.058861732482910156,,0.31073617935180664,1,True,33
LightGBM_BAG_L2,-0.11016894874016714,0.022050428250332987,r2,0.1305863857269287,0.3063926696777344,40.44499921798706,0.006230831146240234,0.049866437911987305,0.8648881912231445,2,True,13
CatBoost_BAG_L3,-0.11038723984354126,0.11436896966107302,r2,0.27020716667175293,0.5829474925994873,84.42177844047546,0.017134666442871094,0.06534576416015625,12.362853050231934,3,True,26
LightGBMLarge_BAG_L2,-0.11191575186309066,0.024266236123879903,r2,0.13158273696899414,0.3162119388580322,40.487441062927246,0.007227182388305664,0.059685707092285156,0.9073300361633301,2,True,14
WeightedEnsemble_L3,-0.12194920826896083,0.08720954777628875,r2,0.18875360488891602,0.3885314464569092,41.04035234451294,0.0016171932220458984,0.0005216598510742188,0.021341800689697266,3,True,20
LightGBMXT_BAG_L2,-0.13202208982031616,0.08012393656456152,r2,0.13631844520568848,0.32144880294799805,40.71123695373535,0.011962890625,0.06492257118225098,1.1311259269714355,2,True,12
ExtraTreesMSE_BAG_L2,-0.13325901139251606,0.07793791109720793,r2,0.17517352104187012,0.323087215423584,39.88788461685181,0.05081796646118164,0.06656098365783691,0.3077735900878906,2,True,19
CatBoost_BAG_L2,-0.13809340208101362,0.06284246435003149,r2,0.1445908546447754,0.32572484016418457,70.30667781829834,0.020235300064086914,0.0691986083984375,30.726566791534424,2,True,17
WeightedEnsemble_L2_FULL,-0.1447533897703337,,r2,0.06328248977661133,,0.329866886138916,0.010961771011352539,,0.02819347381591797,2,True,38
ExtraTreesMSE_BAG_L1,-0.1523205676998718,0.46949823611180763,r2,0.037828922271728516,0.060941219329833984,0.3031749725341797,0.037828922271728516,0.060941219329833984,0.3031749725341797,1,True,10
LightGBMXT_BAG_L1,-0.1680626691128757,0.017021273142803328,r2,0.009295463562011719,0.0650179386138916,0.8897922039031982,0.009295463562011719,0.0650179386138916,0.8897922039031982,1,True,3
ExtraTreesMSE_BAG_L2_FULL,-0.1683295990592495,,r2,0.1561594009399414,,5.014336824417114,0.04987525939941406,,0.31218671798706055,2,True,46
WeightedEnsemble_L4_FULL,-0.17397946119210594,,r2,0.2155463695526123,,7.929323196411133,0.0010187625885009766,,0.027071237564086914,4,True,54
CatBoost_BAG_L1,-0.19300061122732193,0.2027250949931132,r2,0.01874232292175293,0.0575711727142334,38.08067870140076,0.01874232292175293,0.0575711727142334,38.08067870140076,1,True,8
RandomForestMAE_BAG_L1_FULL,-0.2040233084984331,,r2,0.0466914176940918,,0.30721426010131836,0.0466914176940918,,0.30721426010131836,1,True,34
RandomForestMSE_BAG_L1,-0.2077916710553387,0.4376406131649687,r2,0.04553031921386719,0.056894779205322266,0.32576823234558105,0.04553031921386719,0.056894779205322266,0.32576823234558105,1,True,6
RandomForestMAE_BAG_L1,-0.20922124375805207,0.4551961492607436,r2,0.04860186576843262,0.056429386138916016,0.3043975830078125,0.04860186576843262,0.056429386138916016,0.3043975830078125,1,True,7
WeightedEnsemble_L2,-0.209597688146393,0.5370658559961599,r2,0.05043339729309082,0.07803893089294434,0.3334360122680664,0.0027174949645996094,0.0005311965942382812,0.02819347381591797,2,True,11
LightGBM_BAG_L2_FULL,-0.21162257433112042,,r2,0.13331270217895508,,4.750036954879761,0.027028560638427734,,0.04788684844970703,2,True,40
LightGBMLarge_BAG_L2_FULL,-0.21443778152767323,,r2,0.13317584991455078,,4.754599571228027,0.026891708374023438,,0.05244946479797363,2,True,41
WeightedEnsemble_L4,-0.218563084469654,0.537928455008524,r2,0.26294946670532227,0.5922954082489014,73.23189210891724,0.0010273456573486328,0.0,0.027071237564086914,4,True,27
WeightedEnsemble_L3_FULL,-0.24711885787625154,,r2,0.17335939407348633,,5.101527214050293,0.011509895324707031,,0.021341800689697266,3,True,47
KNeighborsDist_BAG_L1_FULL,-0.24845134522282342,,r2,0.008852243423461914,,0.0015673637390136719,0.008852243423461914,,0.0015673637390136719,1,True,29
CatBoost_BAG_L2_FULL,-0.2597284167441163,,r2,0.11097264289855957,,7.116798400878906,0.0046885013580322266,,2.4146482944488525,2,True,44
KNeighborsUnif_BAG_L1_FULL,-0.2600636403703416,,r2,0.015096664428710938,,0.002084016799926758,0.015096664428710938,,0.002084016799926758,1,True,28
LightGBMXT_BAG_L1_FULL,-0.271132096472416,,r2,0.002071380615234375,,0.054617881774902344,0.002071380615234375,,0.054617881774902344,1,True,30
KNeighborsDist_BAG_L1,-0.2827286693188824,0.5214345670693277,r2,0.009886980056762695,0.01656651496887207,0.00206756591796875,0.009886980056762695,0.01656651496887207,0.00206756591796875,1,True,2
KNeighborsUnif_BAG_L1,-0.29390927038678183,0.05799107136156634,r2,0.006212949752807617,0.014000892639160156,0.05991673469543457,0.006212949752807617,0.014000892639160156,0.05991673469543457,1,True,1
LightGBMLarge_BAG_L3,-0.305670671814251,0.13033868696199324,r2,0.26192212104797363,0.5922954082489014,73.20482087135315,0.008849620819091797,0.07469367980957031,1.1458954811096191,3,True,23
RandomForestMSE_BAG_L3,-0.32308511053043887,0.2449721965687227,r2,0.29931020736694336,0.5757706165313721,72.361168384552,0.04623770713806152,0.058168888092041016,0.3022429943084717,3,True,24
LightGBM_BAG_L3,-0.32556904134125464,0.11877724252680233,r2,0.26291346549987793,0.5881316661834717,73.11816716194153,0.009840965270996094,0.07052993774414062,1.059241771697998,3,True,22
CatBoost_BAG_L1_FULL,-0.3617134822051702,,r2,0.005200624465942383,,4.038644552230835,0.005200624465942383,,4.038644552230835,1,True,35
LightGBMXT_BAG_L2_FULL,-0.3627385592241077,,r2,0.11197423934936523,,4.767998695373535,0.005690097808837891,,0.06584858894348145,2,True,39
RandomForestMAE_BAG_L2,-0.37911340982647146,-0.07231889637455513,r2,0.17005634307861328,0.31691956520080566,39.89345908164978,0.045700788497924805,0.060393333435058594,0.31334805488586426,2,True,16
RandomForestMAE_BAG_L3,-0.40099816018889145,0.2815480263070319,r2,0.2963135242462158,0.5768444538116455,72.36439204216003,0.043241024017333984,0.05924272537231445,0.3054666519165039,3,True,25
CatBoost_BAG_L3_FULL,-0.4060668393313853,,r2,0.2421860694885254,,9.682711601257324,0.029196739196777344,,1.870084524154663,3,True,53
LightGBMXT_BAG_L3,-0.44078328594414984,0.12127688483501564,r2,0.2656245231628418,0.5911819934844971,73.34435176849365,0.012552022933959961,0.07358026504516602,1.285426378250122,3,True,21
RandomForestMAE_BAG_L2_FULL,-0.44717947628379395,,r2,0.15273547172546387,,5.019943475723267,0.04645133018493652,,0.3177933692932129,2,True,43
RandomForestMSE_BAG_L2,-0.4745625669507141,-0.2408352652957262,r2,0.1680617332458496,0.31236815452575684,39.88520169258118,0.04370617866516113,0.055841922760009766,0.30509066581726074,2,True,15
RandomForestMAE_BAG_L3_FULL,-0.5326507456472116,,r2,0.2896993160247803,,8.123740673065186,0.07670998573303223,,0.3111135959625244,3,True,52
RandomForestMSE_BAG_L2_FULL,-0.5330438705637752,,r2,0.18160748481750488,,5.001466751098633,0.07532334327697754,,0.2993166446685791,2,True,42
RandomForestMSE_BAG_L3_FULL,-0.6863707660597247,,r2,0.286663293838501,,8.120532989501953,0.07367396354675293,,0.307905912399292,3,True,51
LightGBM_BAG_L3_FULL,-0.8590250254949838,,r2,0.2442772388458252,,7.88203239440918,0.03128790855407715,,0.06940531730651855,3,True,49
LightGBMLarge_BAG_L3_FULL,-0.8816470260912197,,r2,0.21452760696411133,,7.902251958847046,0.0015382766723632812,,0.08962488174438477,3,True,50
